owner_id,day_of_week,time_period,cong_level
3,1,21,0.6644966
3,1,22,0.750924
3,1,23,0.7148556
3,1,24,0.7184517
3,2,1,0.5940792
3,2,2,0.71754825
3,2,3,0.68680114
3,2,4,0.6564121
3,2,5,0.6572247
3,2,6,0.68264186
3,2,7,0.6126587
3,2,8,0.72166705
3,2,9,0.70699894
3,2,10,0.6902808
3,2,11,0.6844233
3,2,12,0.68047905
3,2,13,0.620075
3,2,14,0.63087904
3,2,15,0.7238218
3,2,16,0.7162483
3,2,17,0.6856163
3,2,18,0.70231235
3,2,19,0.61799747
3,2,20,0.6592982
3,2,21,0.7343125
3,2,22,0.62892205
3,2,23,0.5654036
3,2,24,0.64562815
3,3,1,0.66549104
3,3,2,0.6720004
3,3,3,0.6957379
3,3,4,0.7547731
3,3,5,0.6843293
3,3,6,0.6341127
3,3,7,0.7029901
3,3,8,0.6957753
3,3,9,0.6674876
3,3,10,0.5926791
3,3,11,0.7359383
3,3,12,0.67835706
3,3,13,0.7412492
3,3,14,0.68045664
3,3,15,0.68411976
3,3,16,0.70736164
3,3,17,0.6512343
3,3,18,0.62843394
3,3,19,0.58902985
3,3,20,0.7017263
3,3,21,0.6917366
3,3,22,0.73244727
3,3,23,0.642636
3,3,24,0.6633534
3,4,1,0.67807764
3,4,2,0.6809131
3,4,3,0.69371295
3,4,4,0.6905964
3,4,5,0.6626656
3,4,6,0.68289334
3,4,7,0.73239505
3,4,8,0.7113316
3,4,9,0.67478216
3,4,10,0.71123606
3,4,11,0.67854965
3,4,12,0.6417489
3,4,13,0.71335894
3,4,14,0.7305034
3,4,15,0.6813598
3,4,16,0.6072966
3,4,17,0.68244296
3,4,18,0.7187355
3,4,19,0.6048044
3,4,20,0.6867719
3,4,21,0.7065078
3,4,22,0.66890925
3,4,23,0.69052833
3,4,24,0.651159
3,5,1,0.68319845
3,5,2,0.6981379
3,5,3,0.70263785
3,5,4,0.66346586
3,5,5,0.63775456
3,5,6,0.6754536
3,5,7,0.6750966
3,5,8,0.6707301
3,5,9,0.6794685
3,5,10,0.6657446
3,5,11,0.7328489
3,5,12,0.7000183
3,5,13,0.7069231
3,5,14,0.70148915
3,5,15,0.6481702
3,5,16,0.66172093
3,5,17,0.6280705
3,5,18,0.62495625
3,5,19,0.6532086
3,5,20,0.6403584
3,5,21,0.6584837
3,5,22,0.6996538
3,5,23,0.723167
3,5,24,0.66567105
3,6,1,0.6911797
3,6,2,0.6799373
3,6,3,0.58202064
3,6,4,0.7062784
3,6,5,0.7149068
3,6,6,0.69623214
3,6,7,0.69410884
3,6,8,0.724815
3,6,9,0.6328292
3,6,10,0.68741244
3,6,11,0.6620083
3,6,12,0.74182403
3,6,13,0.7021513
3,6,14,0.6121483
3,6,15,0.63468415
3,6,16,0.6801543
3,6,17,0.71513206
3,6,18,0.6844594
3,6,19,0.6522183
3,6,20,0.66316056
3,6,21,0.5986453
3,6,22,0.64442897
3,6,23,0.75519866
3,6,24,0.67445767
4,0,1,0.69168216
4,0,2,0.7275519
4,0,3,0.70591503
4,0,4,0.6520642
4,0,5,0.71717775
4,0,6,0.7341429
4,0,7,0.68187696
4,0,8,0.7179467
4,0,9,0.67974955
4,0,10,0.6889908
4,0,11,0.7577091
4,0,12,0.7185854
4,0,13,0.70912486
4,0,14,0.70663404
4,0,15,0.7181502
4,0,16,0.7104152
4,0,17,0.6873069
4,0,18,0.70025665
4,0,19,0.7829616
4,0,20,0.7094407
4,0,21,0.6852055
4,0,22,0.7098336
4,0,23,0.6562945
4,0,24,0.745294
4,1,1,0.6834481
4,1,2,0.7757363
4,1,3,0.68167734
4,1,4,0.7676973
4,1,5,0.70989287
4,1,6,0.6756827
4,1,7,0.6864441
4,1,8,0.682237
4,1,9,0.71056575
4,1,10,0.6938249
4,1,11,0.6603671
4,1,12,0.6733571
4,1,13,0.7079876
4,1,14,0.69016975
4,1,15,0.78935593
4,1,16,0.6887277
4,1,17,0.6968092
4,1,18,0.7855762
4,1,19,0.68000317
4,1,20,0.7289609
4,1,21,0.67019546
4,1,22,0.7732653
4,1,23,0.75051385
4,1,24,0.74276197
4,2,1,0.6556597
4,2,2,0.76478237
4,2,3,0.74433386
4,2,4,0.73870915
4,2,5,0.70550954
4,2,6,0.7319289
4,2,7,0.6622293
4,2,8,0.7233725
4,2,9,0.7169966
4,2,10,0.7266809
4,2,11,0.7292165
4,2,12,0.6952855
4,2,13,0.6610586
4,2,14,0.6849635
4,2,15,0.7614262
4,2,16,0.7297562
4,2,17,0.7029933
4,2,18,0.7128234
4,2,19,0.6589457
4,2,20,0.71477544
4,2,21,0.75573486
4,2,22,0.6351982
4,2,23,0.63888675
4,2,24,0.6847397
4,3,1,0.69589275
4,3,2,0.7133029
4,3,3,0.7125255
4,3,4,0.7856927
4,3,5,0.73401564
4,3,6,0.6981195
4,3,7,0.7335605
4,3,8,0.74535286
4,3,9,0.7121112
4,3,10,0.6666164
4,3,11,0.7630519
4,3,12,0.69425344
4,3,13,0.7824532
4,3,14,0.7044469
4,3,15,0.73104537
4,3,16,0.69949263
4,3,17,0.7132288
4,3,18,0.64333165
4,3,19,0.6341935
4,3,20,0.7610653
4,3,21,0.71128327
4,3,22,0.7735489
4,3,23,0.6798688
4,3,24,0.72563386
4,4,1,0.7399942
4,4,2,0.78074616
4,4,3,0.7717686
4,4,4,0.7030873
4,4,5,0.71703166
4,4,6,0.7584049
4,4,7,0.7673585
4,4,8,0.7777939
4,4,9,0.7179072
4,4,10,0.7403782
4,4,11,0.6779189
4,4,12,0.68460953
4,4,13,0.7398969
4,4,14,0.7606009
4,4,15,0.70149827
4,4,16,0.69355005
4,4,17,0.7305573
4,4,18,0.721197
4,4,19,0.6480126
4,4,20,0.7484178
4,4,21,0.74341047
4,4,22,0.69956523
4,4,23,0.72611564
4,4,24,0.69225115
4,5,1,0.73836154
4,5,2,0.7414843
4,5,3,0.78457
4,5,4,0.6922517
4,5,5,0.6954389
4,5,6,0.7303572
4,5,7,0.7172308
4,5,8,0.72618407
4,5,9,0.715246
4,5,10,0.71843636
4,5,11,0.75995845
4,5,12,0.7509434
4,5,13,0.7278282
4,5,14,0.71361655
4,5,15,0.679704
4,5,16,0.69934034
4,5,17,0.6806561
4,5,18,0.6895206
4,5,19,0.684638
4,5,20,0.6858369
4,5,21,0.6897753
4,5,22,0.7127829
4,5,23,0.73916614
4,5,24,0.71655303
4,6,1,0.7598402
4,6,2,0.72487104
4,6,3,0.649065
4,6,4,0.76280737
4,6,5,0.71903056
4,6,6,0.73373145
4,6,7,0.7611639
4,6,8,0.7440839
4,6,9,0.6829504
4,6,10,0.7270065
4,6,11,0.70865077
4,6,12,0.7558915
4,6,13,0.7732455
4,6,14,0.6700959
4,6,15,0.6874967
4,6,16,0.6955681
4,6,17,0.7527976
4,6,18,0.7093894
4,6,19,0.6614553
4,6,20,0.7154341
4,6,21,0.6577281
4,6,22,0.7066106
4,6,23,0.75773144
4,6,24,0.7542093
5,0,1,0.47520182
5,0,2,0.48988926
5,0,3,0.44508743
5,0,4,0.42463303
5,0,5,0.46439493
5,0,6,0.5081586
5,0,7,0.46991354
5,0,8,0.46732393
5,0,9,0.45221287
5,0,10,0.49123994
5,0,11,0.5032803
5,0,12,0.47404286
5,0,13,0.4683456
5,0,14,0.46280092
5,0,15,0.486741
5,0,16,0.4746843
5,0,17,0.4605878
5,0,18,0.46067274
5,0,19,0.54104143
5,0,20,0.47129598
5,0,21,0.45999494
5,0,22,0.474179
5,0,23,0.47524986
5,0,24,0.47922966
5,1,1,0.44825515
5,1,2,0.48870492
5,1,3,0.42451975
5,1,4,0.50483423
5,1,5,0.4586932
5,1,6,0.42085102
5,1,7,0.445655
5,1,8,0.46822244
5,1,9,0.44021916
5,1,10,0.42821237
5,1,11,0.46259904
5,1,12,0.43398035
5,1,13,0.48521605
5,1,14,0.48350936
5,1,15,0.5121351
5,1,16,0.45191056
5,1,17,0.44970512
5,1,18,0.50399
5,1,19,0.44479778
5,1,20,0.4517552
5,1,21,0.46026102
5,1,22,0.49718273
5,1,23,0.50731134
5,1,24,0.52101785
5,2,1,0.41535115
5,2,2,0.46517012
5,2,3,0.48656037
5,2,4,0.47872555
5,2,5,0.47600415
5,2,6,0.472151
5,2,7,0.44215086
5,2,8,0.47913128
5,2,9,0.4923408
5,2,10,0.47248405
5,2,11,0.4571539
5,2,12,0.47563952
5,2,13,0.42465842
5,2,14,0.42608988
5,2,15,0.49763957
5,2,16,0.4500926
5,2,17,0.482939
5,2,18,0.47390425
5,2,19,0.44728
5,2,20,0.4651615
5,2,21,0.49382147
5,2,22,0.38828933
5,2,23,0.40690148
5,2,24,0.47385743
5,3,1,0.44136184
5,3,2,0.48737562
5,3,3,0.45181563
5,3,4,0.53104365
5,3,5,0.50062144
5,3,6,0.46053672
5,3,7,0.47334036
5,3,8,0.48314208
5,3,9,0.46178904
5,3,10,0.44146094
5,3,11,0.48375693
5,3,12,0.4599133
5,3,13,0.5224317
5,3,14,0.47000343
5,3,15,0.4642665
5,3,16,0.4841303
5,3,17,0.46846026
5,3,18,0.4457651
5,3,19,0.42003295
5,3,20,0.43367246
5,3,21,0.48706326
5,3,22,0.5093169
5,3,23,0.41965333
5,3,24,0.45738897
5,4,1,0.4650636
5,4,2,0.47957852
5,4,3,0.4706986
5,4,4,0.50502944
5,4,5,0.44675383
5,4,6,0.48501635
5,4,7,0.5192832
5,4,8,0.45656016
5,4,9,0.4856159
5,4,10,0.5084575
5,4,11,0.48977464
5,4,12,0.43685415
5,4,13,0.47508615
5,4,14,0.51313466
5,4,15,0.44710416
5,4,16,0.41506562
5,4,17,0.47610337
5,4,18,0.47732085
5,4,19,0.43050253
5,4,20,0.5078353
5,4,21,0.51030177
5,4,22,0.4915819
5,4,23,0.45638168
5,4,24,0.46046558
5,5,1,0.46748194
5,5,2,0.47845662
5,5,3,0.48593718
5,5,4,0.46347168
5,5,5,0.46793845
5,5,6,0.45805115
5,5,7,0.43733144
5,5,8,0.45869452
5,5,9,0.47452733
5,5,10,0.47696465
5,5,11,0.5143526
5,5,12,0.46365878
5,5,13,0.49188644
5,5,14,0.50961703
5,5,15,0.46801475
5,5,16,0.43843934
5,5,17,0.4396551
5,5,18,0.44805875
5,5,19,0.44196495
5,5,20,0.48922962
5,5,21,0.46081105
5,5,22,0.45515296
5,5,23,0.48718792
5,5,24,0.48351762
5,6,1,0.4643882
5,6,2,0.47320542
5,6,3,0.40027696
5,6,4,0.46834096
5,6,5,0.49645266
5,6,6,0.48899686
5,6,7,0.46471664
5,6,8,0.5052615
5,6,9,0.45236513
5,6,10,0.51022345
5,6,11,0.4650326
5,6,12,0.5218563
5,6,13,0.49224737
5,6,14,0.4288151
5,6,15,0.43733916
5,6,16,0.46650022
5,6,17,0.5059295
5,6,18,0.46832934
5,6,19,0.42974025
5,6,20,0.46338814
5,6,21,0.40640774
5,6,22,0.44469327
5,6,23,0.4861134
5,6,24,0.46849757
6,0,1,0.53813905
6,0,2,0.54913104
6,0,3,0.5218885
6,0,4,0.49677888
6,0,5,0.516252
6,0,6,0.5700916
6,0,7,0.50780565
6,0,8,0.5157779
6,0,9,0.5287081
6,0,10,0.5292569
6,0,11,0.5666706
6,0,12,0.5415994
6,0,13,0.51781714
6,0,14,0.54015416
6,0,15,0.54913795
6,0,16,0.55559236
6,0,17,0.5255796
6,0,18,0.53670835
6,0,19,0.598059
6,0,20,0.5254048
6,0,21,0.5012611
6,0,22,0.5437736
6,0,23,0.49621135
6,0,24,0.54281634
6,1,1,0.4864344
6,1,2,0.6071716
6,1,3,0.47192937
6,1,4,0.5802354
6,1,5,0.5170741
6,1,6,0.46886963
6,1,7,0.51847506
6,1,8,0.5088256
6,1,9,0.51483727
6,1,10,0.50302064
6,1,11,0.4861986
6,1,12,0.49712348
6,1,13,0.53579265
6,1,14,0.51665294
6,1,15,0.5676731
6,1,16,0.521158
6,1,17,0.5012076
6,1,18,0.5909538
6,1,19,0.5086561
6,1,20,0.53780955
6,1,21,0.516395
6,1,22,0.59720445
6,1,23,0.5637265
6,1,24,0.57157403
6,2,1,0.48183283
6,2,2,0.557593
6,2,3,0.5592602
6,2,4,0.5355259
6,2,5,0.52270436
6,2,6,0.5336222
6,2,7,0.48584226
6,2,8,0.5533201
6,2,9,0.57325876
6,2,10,0.54626375
6,2,11,0.54578084
6,2,12,0.51718795
6,2,13,0.49177337
6,2,14,0.49994794
6,2,15,0.57498455
6,2,16,0.5398754
6,2,17,0.5170441
6,2,18,0.5510589
6,2,19,0.47106874
6,2,20,0.53602576
6,2,21,0.5662114
6,2,22,0.48006397
6,2,23,0.45250154
6,2,24,0.5193719
6,3,1,0.5262929
6,3,2,0.5373126
6,3,3,0.52816063
6,3,4,0.616334
6,3,5,0.56645316
6,3,6,0.5260187
6,3,7,0.55337447
6,3,8,0.55791473
6,3,9,0.51148987
6,3,10,0.47560555
6,3,11,0.5659084
6,3,12,0.5363657
6,3,13,0.5872221
6,3,14,0.529149
6,3,15,0.56159014
6,3,16,0.5451478
6,3,17,0.5395814
6,3,18,0.48790735
6,3,19,0.47436982
6,3,20,0.5508705
6,3,21,0.5381162
6,3,22,0.5752102
6,3,23,0.50629956
6,3,24,0.53821194
6,4,1,0.55036306
6,4,2,0.569225
6,4,3,0.5573509
6,4,4,0.532414
6,4,5,0.5332933
6,4,6,0.56506956
6,4,7,0.60209566
6,4,8,0.5428183
6,4,9,0.54415756
6,4,10,0.561533
6,4,11,0.55166316
6,4,12,0.5064026
6,4,13,0.55012435
6,4,14,0.57002926
6,4,15,0.5164832
6,4,16,0.49590254
6,4,17,0.5326247
6,4,18,0.5493681
6,4,19,0.4595434
6,4,20,0.5683903
6,4,21,0.5746198
6,4,22,0.5343431
6,4,23,0.54335773
6,4,24,0.5142138
6,5,1,0.5530859
6,5,2,0.5545987
6,5,3,0.5407382
6,5,4,0.51244414
6,5,5,0.47813204
6,5,6,0.5240713
6,5,7,0.52074283
6,5,8,0.5277944
6,5,9,0.53916246
6,5,10,0.52238864
6,5,11,0.57526517
6,5,12,0.56100154
6,5,13,0.5587651
6,5,14,0.5454171
6,5,15,0.49250522
6,5,16,0.5053006
6,5,17,0.49745458
6,5,18,0.50509506
6,5,19,0.49296597
6,5,20,0.51083684
6,5,21,0.5151583
6,5,22,0.50241643
6,5,23,0.5500541
6,5,24,0.5268045
6,6,1,0.55603564
6,6,2,0.5396595
6,6,3,0.46319735
6,6,4,0.5532325
6,6,5,0.5547286
6,6,6,0.57295483
6,6,7,0.53762555
6,6,8,0.56167096
6,6,9,0.51073843
6,6,10,0.5319122
6,6,11,0.53542256
6,6,12,0.5968258
6,6,13,0.55592424
6,6,14,0.49793515
6,6,15,0.50262964
6,6,16,0.5253808
6,6,17,0.55820566
6,6,18,0.52908856
6,6,19,0.50605714
6,6,20,0.52209544
6,6,21,0.4539492
6,6,22,0.52365214
6,6,23,0.5602822
6,6,24,0.54147345
7,0,1,0.6783361
7,0,2,0.6788264
7,0,3,0.6862872
7,0,4,0.61909103
7,0,5,0.64511776
7,0,6,0.73170507
7,0,7,0.63442755
7,0,8,0.654201
7,0,9,0.6591166
7,0,10,0.66659564
7,0,11,0.6769766
7,0,12,0.664701
7,0,13,0.6359723
7,0,14,0.6450751
7,0,15,0.66448355
7,0,16,0.6864243
7,0,17,0.601418
7,0,18,0.6412657
7,0,19,0.71707237
7,0,20,0.6671164
7,0,21,0.6320137
7,0,22,0.68996084
7,0,23,0.61915624
7,0,24,0.66099
7,1,1,0.59991884
7,1,2,0.7490802
7,1,3,0.59363943
7,1,4,0.7191537
7,1,5,0.65311694
7,1,6,0.6090047
7,1,7,0.63557136
7,1,8,0.6146772
7,1,9,0.6286003
7,1,10,0.6600491
7,1,11,0.60791695
7,1,12,0.6135289
7,1,13,0.69300675
7,1,14,0.6379746
7,1,15,0.71439564
7,1,16,0.669794
7,1,17,0.6438022
7,1,18,0.72662234
7,1,19,0.6455957
7,1,20,0.67443174
7,1,21,0.6483959
7,1,22,0.73774505
7,1,23,0.7097447
7,1,24,0.68547535
7,2,1,0.60217595
7,2,2,0.72359747
7,2,3,0.68039215
7,2,4,0.64662796
7,2,5,0.649373
7,2,6,0.68455803
7,2,7,0.60396767
7,2,8,0.69319063
7,2,9,0.68669754
7,2,10,0.66970885
7,2,11,0.6761939
7,2,12,0.6574318
7,2,13,0.5954499
7,2,14,0.65887487
7,2,15,0.72271156
7,2,16,0.7183868
7,2,17,0.6492789
7,2,18,0.6829029
7,2,19,0.6114245
7,2,20,0.6374453
7,2,21,0.71171516
7,2,22,0.61180705
7,2,23,0.580279
7,2,24,0.653155
7,3,1,0.6574655
7,3,2,0.64406496
7,3,3,0.6918694
7,3,4,0.7337116
7,3,5,0.64809066
7,3,6,0.6322577
7,3,7,0.68883365
7,3,8,0.68146443
7,3,9,0.6545126
7,3,10,0.6023309
7,3,11,0.74871564
7,3,12,0.66867626
7,3,13,0.7162841
7,3,14,0.6693531
7,3,15,0.6661375
7,3,16,0.69052315
7,3,17,0.6399788
7,3,18,0.61511445
7,3,19,0.59878904
7,3,20,0.72905177
7,3,21,0.6649375
7,3,22,0.71714675
7,3,23,0.6523384
7,3,24,0.68096626
7,4,1,0.66576314
7,4,2,0.69257206
7,4,3,0.6813133
7,4,4,0.6631309
7,4,5,0.65808815
7,4,6,0.67579347
7,4,7,0.7387486
7,4,8,0.7025495
7,4,9,0.66306126
7,4,10,0.68217623
7,4,11,0.6492947
7,4,12,0.61518943
7,4,13,0.71781003
7,4,14,0.6935528
7,4,15,0.6707996
7,4,16,0.6099742
7,4,17,0.68072593
7,4,18,0.69298136
7,4,19,0.58784086
7,4,20,0.65873164
7,4,21,0.6557444
7,4,22,0.6370582
7,4,23,0.6861299
7,4,24,0.6541019
7,5,1,0.6546853
7,5,2,0.69672513
7,5,3,0.6908842
7,5,4,0.65057963
7,5,5,0.62258494
7,5,6,0.6695567
7,5,7,0.6670852
7,5,8,0.67339504
7,5,9,0.66641563
7,5,10,0.67106986
7,5,11,0.7016163
7,5,12,0.7055282
7,5,13,0.71017224
7,5,14,0.6686241
7,5,15,0.63471437
7,5,16,0.6442936
7,5,17,0.614508
7,5,18,0.6330733
7,5,19,0.6463459
7,5,20,0.6161312
7,5,21,0.64867455
7,5,22,0.6739769
7,5,23,0.69026494
7,5,24,0.6544966
7,6,1,0.6954932
7,6,2,0.653886
7,6,3,0.56386745
7,6,4,0.707472
7,6,5,0.7023909
7,6,6,0.68932873
7,6,7,0.7165502
7,6,8,0.7241244
7,6,9,0.64108
7,6,10,0.6541083
7,6,11,0.6592648
7,6,12,0.711507
7,6,13,0.7224251
7,6,14,0.6282345
7,6,15,0.6347315
7,6,16,0.67180175
